Time	L_BF	L_GAL	L_TA	L_VL	R_BF	R_GAL	R_TA	R_VL
1.46299999999989	0.006153	0.001919	0.075582	0.001738	-0.001507	-0.001737	0.013058	-0.001395
1.46349999999989	0.003639	0.003488	0.064874	0.00232	-0.000789	-0.001656	-0.009613	0.000147
1.46399999999989	0.002507	0.004425	0.048876	0.003295	0.001612	-0.00141	-0.022295	-0.000411
1.46449999999989	0.004837	0.004061	0.027855	0.003411	0.002966	6e-06	-0.030202	-0.003732
1.46499999999989	0.00701	0.003334	0.012972	0.003683	0.001168	0.00137	-0.034216	-0.00621
1.46549999999989	0.005071	0.002759	0.001754	0.00509	-0.001402	0.001195	-0.035892	-0.006008
1.46599999999989	0.000954	0.000846	-0.025819	0.006052	-0.001787	0.000272	-0.03567	-0.004226
1.46649999999989	-0.002294	-0.002971	-0.070759	0.006115	-0.000696	5.7e-05	-0.031048	-0.001544
1.46699999999989	-0.004862	-0.00604	-0.099327	0.005466	-0.000363	0.000835	-0.021975	0.001253
1.46749999999989	-0.007579	-0.006575	-0.084127	0.003724	-0.001228	0.002532	-0.018208	0.002715
1.46799999999989	-0.010541	-0.005767	-0.042518	0.002585	-0.001795	0.005425	-0.033154	0.003236
1.46849999999989	-0.013701	-0.004449	-0.012557	0.003684	-0.000978	0.00809	-0.056857	0.005055
1.46899999999989	-0.015774	-0.002858	-0.006434	0.005051	0.000633	0.007865	-0.046347	0.007315
1.46949999999989	-0.015045	-0.002995	-0.008657	0.004952	0.001879	0.005605	0.022231	0.006651
1.46999999999989	-0.011913	-0.007477	-0.006352	0.004698	0.001993	0.004497	0.102024	0.003419
1.47049999999989	-0.008831	-0.015964	-0.001177	0.005049	0.000908	0.00485	0.120148	0.00087
1.47099999999989	-0.008411	-0.024472	0.002238	0.005713	-0.000644	0.005404	0.06905	0.001028
1.47149999999989	-0.009706	-0.028792	0.00461	0.006332	-0.001465	0.005827	0.019863	0.003252
1.47199999999989	-0.008413	-0.027276	0.007838	0.005503	-0.00101	0.005523	0.039789	0.004762
1.47249999999989	-0.003769	-0.020821	0.01038	0.002521	-0.00013	0.004305	0.106016	0.003939
1.47299999999989	0.000409	-0.013562	0.010244	-0.001114	-8e-06	0.003399	0.115119	0.002279
1.47349999999989	0.002063	-0.010688	0.0088	-0.003039	-0.000596	0.002906	-0.002137	0.001595
1.47399999999989	0.00355	-0.011378	0.008442	-0.002439	-0.000635	0.001828	-0.184748	0.001249
1.47449999999989	0.007124	-0.009396	0.008785	-0.00054	-8.5e-05	0.000236	-0.297706	0.000947
1.47499999999989	0.010316	-0.001435	0.007702	0.000639	-0.000859	-0.001527	-0.281106	0.001841
1.47549999999989	0.009754	0.008228	0.005328	0.000142	-0.003327	-0.003034	-0.19615	0.002916
1.47599999999989	0.00661	0.01129	0.004062	0.000584	-0.00514	-0.004198	-0.118126	0.002957
1.47649999999989	0.004288	0.006156	0.004333	0.003875	-0.004542	-0.005365	-0.042784	0.004059
1.47699999999989	0.004017	0.001237	0.004527	0.005789	-0.002616	-0.005236	0.065186	0.007862
1.47749999999989	0.004628	0.004187	0.004332	0.002567	-0.001368	-0.002732	0.172366	0.011571
1.47799999999989	0.004726	0.012345	0.004192	-0.002447	-0.001082	0.000482	0.192786	0.01197
1.47849999999989	0.004616	0.01697	0.003506	-0.004628	-0.000948	0.002162	0.11303	0.010413
1.47899999999989	0.005825	0.01636	0.00216	-0.004401	-0.0008	0.001852	0.036821	0.00956
1.47949999999989	0.007502	0.017508	0.001498	-0.003555	-0.001648	0.000451	0.05601	0.00991
1.47999999999989	0.006846	0.023967	0.002137	-0.002249	-0.003912	-0.001303	0.122379	0.010599
1.48049999999989	0.004283	0.031304	0.003171	-0.001651	-0.005935	-0.003219	0.117217	0.010274
1.48099999999989	0.002769	0.03305	0.003717	-0.001889	-0.006309	-0.005026	0.023789	0.009372
1.48149999999989	0.002884	0.026392	0.003242	-0.001249	-0.005196	-0.005461	-0.049375	0.009042
1.48199999999989	0.001982	0.014673	0.002088	-0.00024	-0.003643	-0.003176	-0.019841	0.008661
1.48249999999989	-0.001386	0.005018	0.002432	0.000264	-0.00286	0.00085	0.06797	0.008169
1.48299999999989	-0.00429	0.001912	0.005914	0.000953	-0.002422	0.003689	0.117902	0.007595
1.48349999999989	-0.004033	0.003156	0.010857	0.001554	-0.001506	0.003505	0.100305	0.005765
1.48399999999989	-0.002168	0.00296	0.014279	0.001361	-0.001253	0.001251	0.059579	0.002854
1.48449999999989	-0.001255	-0.000916	0.015186	0.001039	-0.002251	-0.001108	0.037862	-0.000182
1.48499999999989	-0.001375	-0.004879	0.014768	0.001675	-0.002801	-0.0028	0.031817	-0.002861
1.48549999999989	-0.00165	-0.0055	0.014534	0.003581	-0.001846	-0.004007	0.020789	-0.004244
1.48599999999989	-0.002578	-0.003826	0.014577	0.005769	-0.000164	-0.004173	0.003068	-0.004355
1.48649999999989	-0.00393	-0.002325	0.014332	0.006597	0.000995	-0.002361	-0.009363	-0.003997
1.48699999999989	-0.004063	-0.002223	0.015053	0.006389	0.000701	-4.1e-05	-0.012311	-0.002455
1.48749999999989	-0.002731	-0.003214	0.019547	0.006273	-1e-05	0.000782	-0.015215	-0.000423
1.48799999999989	-0.001025	-0.003728	0.028591	0.005629	0.000733	0.000755	-0.032782	-0.000814
1.48849999999989	0.000412	-0.002612	0.03897	0.005393	0.002435	0.000709	-0.070658	-0.002938
1.48899999999989	0.002064	0.00044	0.045785	0.007595	0.004226	0.000168	-0.115298	-0.003811
1.48949999999989	0.004467	0.005035	0.045069	0.00989	0.00678	-0.000355	-0.13631	-0.00386
1.48999999999989	0.00597	0.008524	0.035921	0.00862	0.009638	0.000636	-0.104575	-0.004274
1.49049999999989	0.004248	0.006784	0.022561	0.005123	0.010583	0.002318	-0.024372	-0.004163
1.49099999999989	0.000715	-8.1e-05	0.010941	0.002222	0.009041	0.002697	0.053963	-0.004229
1.49149999999989	-0.000885	-0.006362	0.002322	-0.000576	0.007059	0.002756	0.076338	-0.00578
1.49199999999989	0.00013	-0.008615	-0.006553	-0.003404	0.005665	0.003754	0.045686	-0.005933
1.49249999999989	0.002029	-0.008808	-0.018088	-0.004846	0.004552	0.003789	0.022285	-0.003034
1.49299999999989	0.003648	-0.009219	-0.032073	-0.005373	0.004543	0.00094	0.05274	-0.001453
1.49349999999989	0.003987	-0.010266	-0.046738	-0.006046	0.005217	-0.003613	0.111151	-0.003047
1.49399999999989	0.003139	-0.011164	-0.058984	-0.007573	0.004391	-0.006471	0.127522	-0.003791
1.49449999999989	0.002065	-0.011085	-0.066039	-0.010782	0.002719	-0.005598	0.070483	-0.002244
1.49499999999989	0.000166	-0.010985	-0.067748	-0.014234	0.002956	-0.002708	-0.017235	-0.001311
1.49549999999989	-0.003027	-0.011203	-0.066031	-0.014858	0.005141	-0.000524	-0.069252	-0.001913
1.49599999999989	-0.0062	-0.007921	-0.062004	-0.011361	0.006836	0.000291	-0.063882	-0.002056
1.49649999999989	-0.007929	0.002329	-0.055956	-0.005332	0.006476	1.2e-05	-0.031253	-0.000903
1.49699999999989	-0.007721	0.016151	-0.049576	-8e-06	0.004402	-0.00147	-0.00722	0.000109
1.49749999999989	-0.006295	0.024978	-0.043433	0.002241	0.002407	-0.003405	-0.00182	-0.000597
1.49799999999989	-0.004793	0.022183	-0.03524	0.001373	0.002629	-0.003896	-0.007554	-0.002615
1.49849999999989	-0.002709	0.010345	-0.02404	-0.001185	0.004334	-0.002212	-0.016168	-0.003525
1.49899999999989	0.001417	0.000105	-0.011777	-0.004104	0.004265	0.000306	-0.023145	-0.002013
1.49949999999989	0.005842	-0.001941	-0.000994	-0.005658	0.001036	0.00125	-0.026812	-2e-06
1.49999999999989	0.006437	0.001108	0.00668	-0.00465	-0.004239	-0.000576	-0.029219	-0.000245
1.50049999999989	0.003924	0.003362	0.011415	-0.00301	-0.008756	-0.002746	-0.036035	-0.002363
1.50099999999989	0.003304	0.001932	0.014247	-0.002061	-0.0101	-0.00282	-0.051358	-0.003288
1.50149999999989	0.005501	-0.0032	0.015292	-0.000532	-0.009497	-0.002465	-0.072216	-0.002991
1.50199999999989	0.007468	-0.011511	0.014574	0.00116	-0.009225	-0.00372	-0.089304	-0.003758
1.50249999999989	0.007783	-0.022292	0.013018	0.00195	-0.009322	-0.005233	-0.091989	-0.003736
1.50299999999989	0.006481	-0.032847	0.011697	0.002656	-0.009195	-0.004458	-0.07438	-6e-05
1.50349999999989	0.003699	-0.03942	0.011064	0.003424	-0.008469	-0.00171	-0.041916	0.004247
1.50399999999989	0.000197	-0.040867	0.010582	0.002994	-0.006414	-5.8e-05	-0.010781	0.00393
1.50449999999989	-0.003761	-0.039367	0.009584	0.001789	-0.003853	-0.000698	0.005455	0.000213
1.50499999999989	-0.007518	-0.035951	0.008046	0.001537	-0.003014	-0.001604	0.007653	-0.001053
1.50549999999989	-0.008416	-0.0296	0.006394	0.002007	-0.004021	-0.001261	0.005678	0.00141
1.50599999999989	-0.005436	-0.021698	0.006502	0.001934	-0.005149	-0.000467	0.005371	0.003486
1.50649999999989	-0.00182	-0.014498	0.010248	0.000984	-0.00493	-0.000144	0.006149	0.00166
1.50699999999989	-0.001601	-0.007906	0.014932	-0.000623	-0.003027	0.000546	0.006273	-0.003005
1.50749999999989	-0.005048	-0.002115	0.01467	-0.002243	-0.001554	0.002649	0.00588	-0.005824
1.50799999999989	-0.009074	0.003746	0.00799	-0.002931	-0.003314	0.004681	0.00689	-0.003897
1.50849999999989	-0.01223	0.014196	0.000445	-0.002297	-0.007017	0.004524	0.00945	0.000105
1.50899999999989	-0.015302	0.027799	-0.000947	-0.000233	-0.007707	0.002858	0.011091	0.000825
1.50949999999989	-0.017369	0.031623	0.006845	0.003107	-0.003522	0.001047	0.010787	-0.003059
1.50999999999989	-0.016324	0.017829	0.020851	0.004741	0.002133	-0.000511	0.009381	-0.007114
1.51049999999989	-0.012524	-0.003232	0.032472	0.001912	0.005168	-0.001127	0.007776	-0.006881
1.51099999999989	-0.00843	-0.015371	0.035243	-0.002302	0.004717	-0.000404	0.006914	-0.002974
1.51149999999989	-0.005004	-0.014096	0.032755	-0.0047	0.004077	0.001447	0.006886	0.000483
1.51199999999989	-0.001631	-0.006804	0.032199	-0.007858	0.006342	0.002626	0.006217	0.002035
1.51249999999989	0.001354	0.001566	0.034156	-0.016448	0.009442	0.000551	0.004259	0.003938
1.51299999999989	0.002964	0.014633	0.035055	-0.031992	0.0087	-0.003207	0.002856	0.006806
1.51349999999989	0.002972	0.033472	0.033763	-0.049724	0.002625	-0.004491	0.002981	0.008725
1.51399999999989	0.002294	0.049871	0.030086	-0.062449	-0.004869	-0.002819	0.002922	0.008839
1.51449999999989	0.002117	0.053431	0.021782	-0.067999	-0.007897	-0.000398	0.002733	0.008385
1.51499999999989	0.002579	0.042386	0.007897	-0.069796	-0.004392	0.002114	0.004756	0.007252
1.51549999999989	0.002745	0.027207	-0.006989	-0.070291	0.001633	0.004261	0.006979	0.003637
1.51599999999989	0.001557	0.019299	-0.015399	-0.065939	0.004259	0.003825	0.004541	-0.00114
1.51649999999989	-3e-06	0.018629	-0.014191	-0.052302	0.002512	0.001002	-0.000605	-0.004289
1.51699999999989	0.000448	0.017268	-0.006905	-0.029877	-0.000381	-0.000288	-0.00198	-0.005472
1.51749999999989	0.003314	0.011094	-0.001067	-0.002684	-0.0023	0.001536	0.00107	-0.006003
1.51799999999989	0.007309	0.004204	-0.003818	0.023963	-0.002507	0.004258	0.004085	-0.007018
1.51849999999989	0.010333	0.002358	-0.015676	0.046187	-0.001256	0.006129	0.005125	-0.007679
1.51899999999989	0.010207	0.005689	-0.029982	0.064403	-0.000187	0.006129	0.006117	-0.007274
1.51949999999989	0.007735	0.009452	-0.040002	0.081828	-0.000234	0.003948	0.008226	-0.007647
1.51999999999989	0.006254	0.009341	-0.044082	0.099156	6.7e-05	0.001981	0.010073	-0.009828
1.52049999999989	0.007392	0.005189	-0.044266	0.113143	0.002032	0.001811	0.010623	-0.011265
1.52099999999989	0.010178	7.4e-05	-0.041492	0.120517	0.003382	0.001992	0.010607	-0.009612
1.52149999999989	0.013292	-0.003683	-0.034845	0.117351	0.001897	0.001948	0.011019	-0.006498
1.52199999999989	0.015437	-0.006095	-0.025995	0.098703	0.000475	0.002109	0.011848	-0.004024
1.52249999999989	0.01518	-0.008965	-0.019352	0.066728	0.002295	0.001871	0.012524	-0.002206
1.52299999999989	0.012592	-0.015217	-0.016973	0.032967	0.004597	0.000584	0.0124	-0.001086
1.52349999999989	0.009583	-0.024163	-0.01642	0.007919	0.003688	-0.001408	0.010902	-0.000804
1.52399999999989	0.007577	-0.027872	-0.013296	-0.00641	0.001045	-0.002129	0.008392	-0.001899
1.52449999999989	0.006029	-0.01956	-0.00602	-0.012473	0.000218	-0.000191	0.006385	-0.004742
1.52499999999989	0.004329	-0.004173	0.002525	-0.012309	0.002198	0.001922	0.005934	-0.006975
1.52549999999989	0.003264	0.006924	0.0103	-0.008761	0.004529	0.001708	0.005836	-0.006397
1.52599999999989	0.002619	0.009242	0.020246	-0.005972	0.004864	0.000798	0.004374	-0.004278
1.52649999999989	0.000886	0.006898	0.035022	-0.006864	0.003853	0.001125	0.002806	-0.002947
1.52699999999989	-0.00148	0.004655	0.049809	-0.010945	0.002228	0.001655	0.003406	-0.002997
1.52749999999989	-0.003463	0.003169	0.055547	-0.01523	0.000494	0.000543	0.004861	-0.002856
1.52799999999989	-0.006028	0.001167	0.049867	-0.018022	-8.6e-05	-0.00173	0.004703	-0.000952
1.52849999999989	-0.009478	-0.000355	0.040573	-0.020223	0.00035	-0.002519	0.004202	0.001686
1.52899999999989	-0.012029	0.002182	0.036657	-0.023489	0.0015	-0.00047	0.005315	0.002731
1.52949999999989	-0.012005	0.010224	0.039446	-0.026932	0.002903	0.001882	0.006655	0.002476
1.52999999999989	-0.010315	0.019177	0.044029	-0.027115	0.002232	0.000984	0.006414	0.003132
1.53049999999989	-0.009866	0.022517	0.045947	-0.023367	-0.001052	-0.001558	0.004542	0.003937
1.53099999999989	-0.011237	0.018511	0.043985	-0.018604	-0.004358	-0.001525	0.002023	0.002578
1.53149999999989	-0.012122	0.009709	0.036672	-0.014756	-0.005844	9.9e-05	0.000912	0.000565
1.53199999999989	-0.01081	-0.001421	0.021327	-0.011999	-0.005622	4.2e-05	0.001677	0.001173
1.53249999999989	-0.007579	-0.01328	0.000671	-0.010746	-0.004292	-0.000674	0.001373	0.003661
1.53299999999989	-0.005293	-0.023337	-0.016742	-0.010264	-0.002669	-0.000247	-0.002492	0.005221
1.53349999999989	-0.006655	-0.028155	-0.026247	-0.008852	-0.001816	-0.000216	-0.008861	0.005804
1.53399999999989	-0.00975	-0.025456	-0.03187	-0.006993	-0.001794	-0.001509	-0.014037	0.005975
1.53449999999989	-0.011288	-0.017632	-0.041378	-0.00442	-0.002056	-0.003054	-0.015276	0.005676
1.53499999999989	-0.010333	-0.011564	-0.057989	8e-06	-0.002753	-0.004146	-0.014683	0.00554
1.53549999999989	-0.006824	-0.011501	-0.076515	0.003278	-0.003496	-0.004143	-0.016698	0.005033
1.53599999999989	-0.002567	-0.014987	-0.087579	0.002844	-0.003235	-0.003223	-0.02157	0.004004
1.53649999999989	-0.000153	-0.016651	-0.085435	0.000216	-0.002203	-0.002919	-0.024702	0.003761
1.53699999999989	0.000905	-0.014096	-0.073059	-0.003701	-0.001777	-0.002602	-0.022298	0.003652
1.53749999999989	0.002169	-0.010519	-0.058638	-0.008795	-0.002131	0.000613	-0.017059	0.002551
1.53799999999989	0.004047	-0.010925	-0.047426	-0.013447	-0.00192	0.005314	-0.017605	0.001962
1.53849999999989	0.006786	-0.016864	-0.039869	-0.015832	-0.000656	0.006477	-0.031311	0.002953
1.53899999999989	0.009184	-0.025863	-0.033416	-0.015645	0.001189	0.003822	-0.052198	0.003287
1.53949999999989	0.008532	-0.034216	-0.023028	-0.01343	0.002907	0.001011	-0.051954	0.001681
1.53999999999989	0.005869	-0.039275	-0.004621	-0.010551	0.003817	0.000429	-0.000969	0.000778
1.54049999999989	0.006594	-0.040459	0.018166	-0.009023	0.004362	0.002265	0.084608	0.002435
1.54099999999989	0.011532	-0.039049	0.033563	-0.008265	0.004483	0.003946	0.13826	0.005336
1.54149999999989	0.014555	-0.035472	0.033788	-0.006381	0.003739	0.002611	0.113608	0.007476
1.54199999999989	0.011992	-0.028868	0.024362	-0.00344	0.003786	-0.001024	0.042441	0.007855
1.54249999999989	0.006646	-0.02017	0.016634	0.000253	0.005109	-0.003536	-0.007065	0.007329
1.54299999999989	0.002282	-0.011666	0.016358	0.003657	0.005067	-0.003298	-0.011508	0.007177
1.54349999999989	0.000371	-0.003969	0.021576	0.004379	0.002642	-0.002865	0.000309	0.006785
1.54399999999989	0.000969	0.005345	0.026862	0.002061	-0.000342	-0.003979	0.001757	0.005373
1.54449999999989	0.002886	0.019044	0.02819	-0.000763	-0.001649	-0.004367	-0.006696	0.003996
1.54499999999989	0.004543	0.034668	0.025699	-0.001523	0.000313	-0.002719	-0.017719	0.003319
1.54549999999989	0.004857	0.045894	0.023449	-0.00042	0.003771	-0.001137	-0.033107	0.002797
1.54599999999989	0.003039	0.048809	0.025781	0.000749	0.005224	-0.002031	-0.056801	0.002854
1.54649999999989	0.000225	0.041868	0.033534	0.001405	0.005237	-0.004507	-0.083059	0.003891
1.54699999999989	-0.001097	0.026691	0.044213	0.001936	0.005596	-0.004689	-0.099292	0.003946
1.54749999999989	-0.000604	0.011207	0.054367	0.002667	0.004906	-0.001324	-0.102876	0.001959
1.54799999999989	0.000222	0.002565	0.061354	0.003023	0.002175	0.002038	-0.105722	0.001266
1.54849999999988	0.000382	0.001318	0.063376	0.001915	-0.000963	0.002349	-0.112362	0.004139
1.54899999999988	0.000176	0.006424	0.058949	0.000193	-0.003205	0.000476	-0.101995	0.006804
1.54949999999988	0.000329	0.015605	0.048133	-0.000511	-0.005069	-0.00138	-0.048901	0.005668
1.54999999999988	0.000722	0.023422	0.033335	-0.000503	-0.006887	-0.001538	0.04103	0.002576
1.55049999999988	0.001062	0.026431	0.01733	0.000101	-0.007782	0.0007	0.133212	3.3e-05
1.55099999999988	0.000716	0.025836	0.001542	0.00194	-0.007174	0.003479	0.19933	-0.001827
1.55149999999988	-0.001101	0.025556	-0.012594	0.003804	-0.005381	0.004001	0.222789	-0.002953
1.55199999999988	-0.003272	0.029164	-0.023252	0.004322	-0.003034	0.001872	0.185663	-0.003295
1.55249999999988	-0.003803	0.034397	-0.032019	0.003605	-0.000899	-0.00104	0.093114	-0.003844
1.55299999999988	-0.002622	0.033914	-0.043566	0.002305	0.000598	-0.002286	-0.001891	-0.005758
1.55349999999988	-0.001588	0.024964	-0.058592	0.002434	0.002088	-0.001184	-0.03815	-0.008182
1.55399999999988	-0.001624	0.012206	-0.072583	0.004602	0.004035	6.9e-05	-0.00766	-0.009459
1.55449999999988	-0.00108	-0.000239	-0.081012	0.006033	0.004819	-5.1e-05	0.043839	-0.010496
1.55499999999988	0.000806	-0.011624	-0.081056	0.006255	0.002494	-0.000434	0.074205	-0.011867
1.55549999999988	0.001654	-0.019341	-0.072214	0.006569	-0.001273	-0.000397	0.080811	-0.010797
1.55599999999988	-0.000493	-0.019677	-0.059338	0.005732	-0.002011	0.000161	0.077246	-0.005737
1.55649999999988	-0.004392	-0.015186	-0.051152	0.003733	0.001121	0.002947	0.063656	0.000529
1.55699999999988	-0.006363	-0.013538	-0.050807	0.002436	0.003546	0.007528	0.035151	0.005133
1.55749999999988	-0.00359	-0.01771	-0.049772	0.001575	0.002258	0.009513	-0.000132	0.007878
1.55799999999988	0.001831	-0.023588	-0.036926	0.000588	-0.000985	0.007426	-0.028204	0.009398
1.55849999999988	0.004876	-0.02619	-0.01323	0.001038	-0.003621	0.004498	-0.046143	0.010886
1.55899999999988	0.004119	-0.022948	0.00944	0.002536	-0.003879	0.002757	-0.0606	0.012658
1.55949999999988	0.00202	-0.01493	0.023611	0.002371	-0.002199	0.000996	-0.073853	0.013451
1.55999999999988	-0.000147	-0.00696	0.033187	0.001365	-0.001783	-0.00235	-0.079326	0.013123
1.56049999999988	-0.003133	-0.001394	0.04438	0.001695	-0.003569	-0.006031	-0.070786	0.011337
1.56099999999988	-0.006486	0.004595	0.055038	0.002731	-0.005422	-0.006931	-0.050779	0.006591
1.56149999999988	-0.008202	0.012244	0.057001	0.003641	-0.006371	-0.004236	-0.029084	-0.000839
1.56199999999988	-0.008257	0.017948	0.045684	0.004156	-0.006686	-0.00016	-0.01642	-0.008605
1.56249999999988	-0.008204	0.018412	0.024094	0.003195	-0.005449	0.002835	-0.016621	-0.015099
1.56299999999988	-0.007623	0.014185	0.001521	-3.5e-05	-0.002184	0.003157	-0.022113	-0.020455
1.56349999999988	-0.00633	0.007843	-0.012117	-0.004163	7.2e-05	0.000534	-0.023255	-0.023875
1.56399999999988	-0.005683	0.003466	-0.013298	-0.007305	-0.00106	-0.002612	-0.019905	-0.023974
1.56449999999988	-0.00532	0.003371	-0.005748	-0.008403	-0.003228	-0.004026	-0.016719	-0.02149
1.56499999999988	-0.003948	0.00225	0.003152	-0.007151	-0.003919	-0.004544	-0.014837	-0.017793
1.56549999999988	-0.00174	-0.005811	0.007102	-0.006345	-0.003568	-0.004945	-0.014115	-0.013878
1.56599999999988	-0.000149	-0.016136	0.005275	-0.007778	-0.003075	-0.004798	-0.014792	-0.010373
1.56649999999988	-0.001187	-0.018827	0.002235	-0.007528	-0.00247	-0.004636	-0.014391	-0.006191
1.56699999999988	-0.004856	-0.010782	0.002866	-0.00389	-0.001515	-0.00512	-0.010217	-0.001333
1.56749999999988	-0.008038	0.003598	0.006422	-0.001623	-7.7e-05	-0.005685	-0.004198	0.000853
1.56799999999988	-0.008803	0.016732	0.00865	-0.00292	0.001372	-0.005982	-0.000135	-0.000473
1.56849999999988	-0.008103	0.021246	0.010421	-0.00455	0.001997	-0.006314	0.001015	-0.001138
1.56899999999988	-0.006518	0.016738	0.016758	-0.005324	0.001873	-0.005791	0.000226	0.001029
1.56949999999988	-0.003843	0.010175	0.027263	-0.006303	0.001672	-0.003727	-0.001718	0.003244
1.56999999999988	-0.000971	0.007551	0.035399	-0.006428	0.002069	-0.001569	-0.004736	0.002971
1.57049999999988	0.000433	0.009408	0.037604	-0.005447	0.003571	-0.000226	-0.010359	0.001597
1.57099999999988	0.000327	0.011083	0.035931	-0.00471	0.00512	0.001334	-0.019364	0.001709
1.57149999999988	0.000697	0.006865	0.032024	-0.003607	0.005241	0.003902	-0.026495	0.002496
1.57199999999988	0.002429	-0.002677	0.027097	-0.001994	0.004556	0.00645	-0.0245	0.001181
1.57249999999988	0.004055	-0.009932	0.0261	-0.001597	0.004968	0.006812	-0.014919	-0.002226
